user_id,age,gender,location,category,preferred_brand,color_preference,size,season,festival,purchase_amount,purchase_frequency,avg_order_value,last_purchase_days,browsing_time,product_views,wishlist_items,discount_used,coupon_usage_rate,price_sensitivity,loyalty_score
608,31,Female,Mumbai,Jacket,Nike,Blue,S,Spring,Diwali,199.48,9,162.35,79,20,3,4,No,0.52,Low,85.05
609,32,Female,Bangalore,Jacket,Adidas,Black,L,Autumn,NewYear,131.72,9,64.07,116,21,23,6,No,0.14,High,4.82
610,48,Female,Chennai,Dress,Adidas,Blue,L,Summer,Christmas,176.23,1,207.87,21,2,2,9,No,0.22,High,50.5
611,18,Male,Chennai,Shirt,Nike,White,L,Summer,Diwali,222.35,2,231.1,18,26,7,7,No,0.48,Low,69.86
612,20,Female,Bangalore,Hoodie,Uniqlo,Beige,XL,Summer,Diwali,306.7,9,50.91,94,31,2,8,No,0.04,Medium,54.29
613,33,Female,Delhi,Jeans,Nike,Beige,S,Spring,Christmas,238.43,6,150.98,60,26,21,6,No,0.46,Low,66.66
614,40,Male,Hyderabad,Dress,Uniqlo,Blue,L,Spring,None,163.24,2,39.84,13,32,7,4,No,0.42,High,81.79
615,28,Female,Bangalore,Shoes,H&M,Red,L,Summer,NewYear,290.41,6,187.49,24,10,11,8,Yes,0.78,Low,37.43
616,29,Female,Hyderabad,Jeans,Nike,Red,M,Autumn,Christmas,318.84,8,94.03,30,23,11,7,No,0.35,Medium,84.87
617,27,Female,Kolkata,T-shirt,Uniqlo,Green,XL,Autumn,Holi,59.52,9,167.73,2,6,14,9,Yes,0.98,High,16.29
618,49,Male,Chennai,Jeans,Nike,Green,M,Winter,Eid,195.54,3,164.89,83,23,3,8,Yes,0.18,Medium,27.09
619,33,Male,Hyderabad,Jeans,Nike,Beige,S,Summer,Christmas,113.89,6,278.82,111,28,14,9,No,0.59,Medium,4.33
620,25,Male,Mumbai,Jacket,Uniqlo,Green,M,Autumn,Diwali,35.53,8,173.74,108,30,11,7,No,0.09,Low,36.44
621,55,Male,Hyderabad,Jeans,Uniqlo,Black,M,Summer,Diwali,240.62,7,183.24,111,14,4,5,Yes,0.73,Medium,37.99
622,29,Female,Kolkata,T-shirt,Zara,Green,M,Autumn,Christmas,304.71,7,132.46,25,37,17,3,Yes,0.99,Low,80.53
623,41,Male,Chennai,T-shirt,Nike,Black,XL,Winter,Eid,73.76,8,285.74,50,32,16,8,No,0.82,Low,65.31
624,45,Male,Bangalore,Shirt,Adidas,Green,S,Winter,Christmas,288.1,4,237.61,14,34,3,8,No,0.56,Medium,43.67
625,25,Female,Kolkata,Jeans,Nike,Beige,M,Summer,Eid,301.62,4,99.91,6,22,10,9,Yes,0.48,Low,65.21
626,45,Female,Chennai,Jacket,Nike,Beige,XL,Autumn,Eid,321.73,2,256.38,76,31,21,9,Yes,0.84,Low,5.28
627,53,Female,Hyderabad,Jeans,Uniqlo,Black,S,Spring,Holi,107.54,4,141.07,84,7,15,8,No,0.94,Medium,18.03
628,43,Male,Delhi,Shoes,Nike,Blue,L,Winter,NewYear,318.3,7,252.03,87,21,8,9,Yes,0.99,High,62.69
629,25,Male,Delhi,Shoes,Levis,Beige,M,Summer,Diwali,125.82,4,250.41,30,16,18,2,Yes,0.4,Low,64.14
630,45,Male,Mumbai,Jacket,Nike,Blue,S,Summer,Diwali,202.27,3,72.88,30,20,3,2,No,0.99,Low,77.41
631,45,Female,Chennai,Shirt,Levis,Red,M,Autumn,Eid,36.67,7,216.32,38,19,7,5,Yes,0.16,Medium,40.3
632,54,Female,Delhi,Shirt,Adidas,Black,L,Summer,Diwali,34.48,6,101.38,58,32,10,5,No,0.25,Low,72.26
633,58,Male,Bangalore,T-shirt,Uniqlo,Beige,S,Winter,None,257.72,5,103.3,94,15,20,5,No,0.09,Medium,68.4
634,53,Female,Chennai,T-shirt,Nike,White,XL,Summer,Eid,166.68,4,102.98,41,5,9,4,No,0.27,High,96.34
635,44,Female,Bangalore,Dress,Levis,Red,S,Summer,Diwali,104.58,4,223.16,94,11,14,4,Yes,0.77,High,21.51
636,34,Female,Bangalore,Jacket,Levis,Blue,XL,Spring,None,82.84,9,84.35,57,15,23,1,No,0.85,Medium,55.17
637,26,Male,Delhi,Jeans,Levis,Beige,S,Spring,Holi,241.08,1,20.25,36,29,14,6,Yes,0.78,High,60.18
638,50,Female,Chennai,Hoodie,H&M,Black,XL,Winter,Diwali,20.13,3,220.27,64,4,11,3,No,0.63,Medium,99.86
639,37,Female,Hyderabad,Jacket,Zara,Green,L,Autumn,None,285.94,7,67.93,113,36,1,2,No,0.51,Low,20.12
640,30,Male,Kolkata,Dress,Adidas,White,L,Spring,Christmas,46.15,7,49.26,98,23,4,7,Yes,0.71,High,52.32
641,45,Male,Delhi,T-shirt,Nike,Blue,L,Autumn,NewYear,83.19,0,86.5,16,15,6,3,Yes,0.39,Low,34.62
642,46,Female,Delhi,Jacket,H&M,Red,S,Winter,Christmas,147.46,1,126.37,88,3,22,3,Yes,0.84,Low,52.59
643,30,Female,Hyderabad,Jacket,Nike,Black,L,Spring,None,180.0,4,153.25,78,32,22,7,No,0.68,Medium,23.21
644,52,Male,Chennai,T-shirt,Nike,White,M,Autumn,Eid,137.15,8,32.48,90,10,5,0,Yes,0.7,High,4.76
645,23,Male,Chennai,Dress,Uniqlo,Black,L,Spring,Eid,125.84,9,291.76,72,38,3,8,No,0.54,High,57.26
646,35,Female,Bangalore,T-shirt,Uniqlo,Beige,XL,Winter,Diwali,338.09,6,220.5,14,22,2,6,Yes,0.89,Low,33.59
647,22,Female,Hyderabad,Shirt,Uniqlo,Green,XL,Winter,Christmas,231.72,9,110.49,31,14,3,1,No,0.25,Low,18.19
648,42,Female,Hyderabad,Jeans,H&M,Red,XL,Spring,Eid,27.73,4,109.24,66,17,9,5,No,0.38,Medium,32.39
649,19,Female,Chennai,T-shirt,Nike,Black,S,Autumn,Eid,161.96,0,145.59,112,21,19,7,No,0.78,High,4.93
650,27,Male,Bangalore,Dress,Zara,Blue,M,Summer,Christmas,308.75,5,195.35,68,15,19,4,No,0.49,Medium,95.04
651,47,Female,Delhi,Shoes,Adidas,Beige,L,Summer,Holi,119.48,7,60.98,65,15,17,5,Yes,0.89,Medium,58.11
652,22,Female,Mumbai,Shirt,Uniqlo,Beige,M,Spring,Eid,51.2,6,72.9,55,1,18,9,Yes,0.35,Medium,81.48
653,50,Male,Kolkata,Shoes,Uniqlo,Red,M,Autumn,NewYear,270.27,1,260.64,84,24,11,7,No,0.37,High,42.31
654,18,Female,Delhi,Hoodie,Nike,Beige,XL,Summer,None,219.98,4,91.75,78,12,12,5,No,0.89,Medium,90.33
655,35,Male,Chennai,T-shirt,Nike,Blue,XL,Winter,Diwali,208.2,3,126.45,40,10,3,8,Yes,0.46,High,48.33
656,49,Female,Kolkata,Shirt,H&M,Black,XL,Autumn,Eid,37.68,8,263.96,25,31,18,8,Yes,0.52,Medium,57.39
657,28,Female,Mumbai,Jeans,H&M,Red,S,Summer,NewYear,66.36,9,205.68,25,11,24,8,Yes,0.33,Low,49.18
658,38,Male,Mumbai,T-shirt,Uniqlo,Beige,M,Autumn,NewYear,225.44,0,115.68,3,16,6,5,Yes,0.28,Medium,73.33
659,43,Male,Bangalore,Jeans,Nike,Beige,M,Spring,Eid,88.58,5,211.44,69,9,7,8,Yes,0.66,Medium,56.67
660,42,Female,Kolkata,Jacket,Zara,Blue,S,Autumn,Holi,186.34,2,25.51,102,14,1,2,Yes,0.12,High,27.16
661,39,Female,Bangalore,Shoes,Adidas,Green,S,Summer,None,199.81,8,225.98,118,19,6,4,No,0.88,Low,14.55
662,44,Female,Delhi,Shirt,Nike,Green,S,Spring,Diwali,113.56,4,156.36,26,31,18,1,Yes,0.78,Low,60.61
663,30,Male,Hyderabad,Jeans,Nike,Beige,M,Autumn,Eid,332.98,5,247.69,40,9,13,7,Yes,0.19,High,48.92
664,50,Female,Hyderabad,Dress,Levis,Black,M,Winter,Diwali,298.01,8,287.3,38,36,22,3,No,0.69,High,9.6
665,51,Male,Hyderabad,Jeans,H&M,Red,XL,Summer,Christmas,258.38,8,279.22,38,39,19,5,Yes,0.6,Low,39.56
666,58,Male,Kolkata,Dress,Adidas,Beige,XL,Spring,NewYear,45.74,7,274.59,68,26,7,5,Yes,0.18,High,51.48
667,52,Female,Hyderabad,T-shirt,Uniqlo,White,M,Autumn,NewYear,55.02,8,163.41,7,8,19,4,Yes,0.27,Low,82.69
668,18,Male,Delhi,Shirt,Nike,Red,XL,Winter,Eid,182.62,3,120.84,94,24,9,0,No,0.41,Medium,7.61
669,38,Female,Bangalore,Jeans,Uniqlo,Green,S,Summer,Eid,73.04,5,150.21,30,8,3,6,Yes,0.7,Medium,34.85
670,23,Female,Kolkata,Hoodie,Nike,Beige,L,Winter,Christmas,342.83,4,213.17,19,19,23,9,No,0.64,Low,82.27
671,45,Female,Bangalore,Jeans,Uniqlo,Blue,XL,Autumn,Holi,72.31,4,267.52,103,30,12,7,Yes,0.53,Low,64.84
672,34,Female,Kolkata,Hoodie,Adidas,White,M,Autumn,Eid,180.86,3,77.96,35,22,20,0,No,0.77,Medium,29.0
673,22,Female,Bangalore,Shirt,H&M,Beige,XL,Spring,NewYear,140.16,1,277.09,104,9,24,9,Yes,0.76,Medium,84.53
674,48,Male,Mumbai,Jeans,Adidas,Black,XL,Winter,Diwali,231.0,5,248.25,33,4,18,6,Yes,0.62,Low,49.33
675,22,Male,Bangalore,Dress,Levis,White,XL,Spring,None,62.58,8,294.08,33,37,8,3,Yes,0.79,High,49.84
676,55,Female,Hyderabad,Jeans,Zara,Beige,L,Summer,Diwali,162.0,0,266.47,78,8,9,5,No,0.33,High,97.66
677,20,Female,Mumbai,Shoes,H&M,Black,S,Spring,Holi,110.65,6,98.38,38,1,13,8,Yes,0.88,Low,94.71
678,40,Male,Bangalore,T-shirt,Adidas,White,M,Summer,None,312.96,5,49.67,10,28,8,4,Yes,0.61,High,35.85
679,54,Male,Kolkata,Jacket,Levis,Black,L,Autumn,Diwali,33.39,2,51.43,57,6,22,7,No,0.82,Medium,14.06
680,54,Male,Kolkata,Dress,Zara,Black,M,Autumn,Diwali,321.53,0,101.54,28,36,10,4,No,0.55,Medium,32.57
681,27,Male,Kolkata,Shoes,Levis,White,M,Winter,Christmas,294.89,3,191.97,78,11,17,1,No,0.22,High,3.05
682,27,Female,Chennai,Hoodie,Nike,White,M,Summer,Holi,118.2,8,245.21,100,5,7,3,Yes,0.54,Low,2.08
683,36,Female,Delhi,T-shirt,Nike,Black,L,Autumn,NewYear,280.47,1,271.79,38,24,17,1,No,0.37,Medium,39.55
684,34,Male,Kolkata,Shirt,Uniqlo,Green,S,Winter,Christmas,30.3,2,194.65,16,18,23,6,Yes,0.7,Medium,94.1
685,38,Female,Mumbai,Dress,H&M,White,M,Winter,None,339.07,1,21.58,21,20,18,6,No,0.48,Medium,87.14
686,31,Male,Kolkata,Jacket,Nike,Beige,S,Spring,NewYear,193.78,1,72.17,92,28,24,2,No,0.84,High,51.14
687,26,Female,Chennai,T-shirt,Levis,Red,S,Winter,Christmas,120.08,9,47.92,97,13,2,6,Yes,0.68,Low,56.52
688,18,Male,Hyderabad,Hoodie,H&M,Blue,XL,Autumn,Holi,139.65,7,121.73,6,5,3,0,Yes,0.68,High,0.59
689,30,Female,Mumbai,Jacket,Nike,Black,L,Spring,Eid,41.91,2,160.38,41,30,19,0,Yes,0.22,Low,21.55
690,21,Male,Chennai,Shirt,Uniqlo,Black,L,Summer,Eid,346.49,6,32.15,15,1,1,8,Yes,0.98,Low,2.48
691,18,Male,Hyderabad,Shirt,Adidas,Blue,XL,Summer,None,32.97,7,117.57,108,22,21,5,No,0.84,High,75.45
692,57,Female,Mumbai,Hoodie,Uniqlo,Green,XL,Autumn,Eid,236.12,2,70.17,3,18,21,4,No,0.79,Medium,14.56
693,49,Male,Bangalore,Dress,Zara,Blue,S,Autumn,Christmas,166.1,1,201.18,43,5,10,5,No,0.33,Low,86.9
694,51,Female,Delhi,Hoodie,Nike,White,M,Spring,None,333.14,7,150.0,47,31,21,5,Yes,0.54,High,64.33
695,45,Female,Delhi,Jeans,Zara,Blue,L,Spring,NewYear,101.18,2,158.69,99,6,14,0,Yes,0.14,Medium,22.94
696,48,Male,Chennai,Shirt,Zara,Black,M,Autumn,Holi,195.59,6,139.75,14,27,13,4,No,0.54,Low,15.77
697,25,Female,Hyderabad,T-shirt,Levis,Blue,M,Autumn,None,179.18,0,287.69,66,25,9,8,No,0.15,Low,62.76
698,56,Female,Delhi,Jeans,H&M,Red,XL,Summer,NewYear,251.95,5,80.13,29,29,6,3,Yes,0.55,Medium,90.08
699,43,Female,Hyderabad,Shoes,Levis,Beige,M,Summer,None,42.44,8,164.67,4,28,6,2,No,0.65,Low,71.84
700,51,Female,Hyderabad,Jacket,Nike,White,S,Summer,Diwali,83.95,2,226.08,26,16,19,0,No,0.39,High,34.85
701,20,Female,Chennai,Jeans,Zara,Blue,XL,Autumn,Diwali,90.81,6,175.92,115,12,21,1,No,0.5,Low,58.74
702,29,Male,Chennai,Jacket,Adidas,Black,M,Winter,None,263.59,5,280.13,12,20,10,2,Yes,0.88,Low,31.08
703,18,Female,Chennai,Hoodie,Zara,Beige,XL,Autumn,Eid,82.42,7,125.83,2,18,23,3,No,0.11,Medium,99.91
704,22,Female,Delhi,Jeans,Adidas,White,S,Autumn,Diwali,209.25,2,149.83,17,34,3,6,Yes,0.79,High,74.88
705,47,Female,Chennai,Hoodie,Levis,Black,S,Summer,Holi,91.03,2,44.79,35,23,18,5,No,0.17,Medium,61.44
706,47,Female,Delhi,Shoes,Levis,Green,M,Autumn,NewYear,304.34,3,190.52,10,27,21,7,Yes,0.04,High,42.33
707,34,Female,Chennai,Shirt,H&M,Red,XL,Spring,Christmas,330.92,2,100.7,112,17,19,8,No,0.19,Medium,61.82
708,40,Male,Kolkata,Shoes,Zara,Green,M,Autumn,Diwali,191.1,8,64.89,86,21,5,5,No,0.77,Low,34.16
709,32,Female,Hyderabad,Shirt,Uniqlo,Red,M,Autumn,None,136.26,3,172.47,105,31,11,6,No,0.41,High,2.89
710,54,Male,Chennai,Hoodie,Levis,Blue,XL,Autumn,Eid,97.24,5,169.05,43,3,10,3,Yes,0.87,High,39.51
711,38,Male,Mumbai,Shirt,Levis,White,M,Autumn,Christmas,36.43,7,41.24,21,17,17,1,No,0.52,Low,93.05
712,31,Male,Hyderabad,Jacket,H&M,Blue,S,Winter,NewYear,108.61,7,215.5,15,26,4,8,No,0.02,Medium,62.63
713,19,Male,Hyderabad,T-shirt,Adidas,Red,XL,Autumn,NewYear,235.9,4,194.66,35,23,21,8,Yes,0.72,High,8.4
714,28,Female,Chennai,Shoes,H&M,Red,XL,Spring,Diwali,196.09,4,72.92,112,6,18,3,Yes,0.11,Low,88.5
715,56,Male,Bangalore,Jeans,Zara,Red,XL,Spring,NewYear,331.53,5,151.44,85,28,18,2,No,0.79,Low,26.89
716,55,Male,Chennai,Shoes,Nike,Beige,XL,Autumn,NewYear,150.77,9,221.69,85,8,1,9,No,0.17,High,24.38
717,51,Female,Hyderabad,Jacket,Nike,Black,M,Summer,Eid,248.97,6,168.24,85,8,14,5,No,0.35,High,29.71
718,55,Female,Mumbai,Shirt,Adidas,White,M,Winter,Eid,181.48,9,130.74,60,19,8,2,No,0.76,High,57.72
719,51,Female,Hyderabad,Jacket,Levis,Blue,S,Autumn,Eid,189.15,6,110.25,44,38,2,0,No,0.95,Low,54.47
720,35,Male,Mumbai,Dress,Adidas,Blue,L,Autumn,None,108.37,3,190.91,96,29,19,3,Yes,0.37,Medium,49.14
721,47,Female,Delhi,Dress,Levis,Green,L,Autumn,NewYear,170.13,5,282.95,119,23,15,0,No,0.83,Medium,71.75
722,32,Female,Kolkata,Jeans,Levis,Red,S,Summer,NewYear,175.36,6,208.09,5,32,2,1,Yes,0.19,High,31.65
723,44,Male,Hyderabad,Jacket,Nike,Red,L,Summer,NewYear,253.19,4,40.93,103,10,4,2,Yes,0.81,Low,78.21
724,51,Female,Chennai,Hoodie,Adidas,Red,S,Summer,Holi,330.41,4,148.99,73,27,1,7,No,0.66,Low,17.53
725,55,Female,Delhi,Jeans,H&M,Blue,M,Winter,Eid,128.68,1,269.43,117,1,19,9,Yes,0.19,High,78.26
726,50,Female,Kolkata,Hoodie,Levis,Green,XL,Spring,Christmas,33.93,6,46.45,18,39,21,3,No,0.3,Low,66.38
727,41,Female,Chennai,Jeans,Uniqlo,Black,XL,Winter,Diwali,183.78,5,296.89,21,29,10,3,Yes,0.13,Low,68.32
728,32,Male,Bangalore,Dress,Uniqlo,Beige,M,Summer,Christmas,199.67,0,285.74,72,3,1,9,Yes,0.38,Low,48.16
729,47,Female,Chennai,Jeans,H&M,White,XL,Spring,None,75.59,3,41.92,108,37,20,8,No,0.2,High,66.7
730,59,Female,Mumbai,Dress,Uniqlo,Black,XL,Spring,None,270.95,2,281.36,116,31,22,6,No,0.64,High,7.98
731,34,Male,Mumbai,Shirt,Zara,Blue,L,Summer,NewYear,345.03,2,121.68,98,11,15,1,Yes,0.99,High,85.16
732,22,Female,Bangalore,Hoodie,Levis,Beige,M,Summer,Christmas,332.11,6,256.52,74,22,4,2,No,0.01,Medium,5.55
733,46,Male,Delhi,Jacket,H&M,Beige,L,Winter,NewYear,85.04,9,137.15,51,18,7,3,No,0.54,Medium,14.87
734,21,Female,Kolkata,Jeans,Adidas,Beige,L,Summer,Holi,308.87,3,143.44,41,35,7,3,Yes,0.57,High,57.68
735,27,Male,Chennai,Dress,Levis,Red,XL,Spring,None,252.48,7,197.59,24,6,22,9,Yes,0.91,Low,73.94
736,34,Male,Mumbai,Shoes,H&M,White,XL,Autumn,None,169.77,8,236.85,104,3,18,7,Yes,0.51,Low,7.63
737,27,Male,Delhi,Hoodie,Nike,Blue,M,Summer,Christmas,198.4,2,29.46,24,5,13,9,No,0.54,High,92.08
738,34,Male,Bangalore,Jeans,Adidas,Blue,XL,Summer,None,300.37,4,186.08,96,9,10,9,No,0.47,Low,97.36
739,37,Female,Hyderabad,T-shirt,Nike,Beige,XL,Winter,Holi,178.44,3,72.29,97,28,24,5,No,0.27,Low,60.6
740,41,Male,Mumbai,Shirt,Levis,Blue,M,Winter,Holi,143.16,9,116.87,38,19,8,2,Yes,0.06,Medium,48.12
741,22,Female,Bangalore,Shirt,Adidas,White,XL,Summer,Holi,182.77,5,117.43,44,28,10,8,No,0.41,Low,74.14
742,51,Male,Chennai,Shoes,Uniqlo,White,L,Spring,Diwali,211.11,9,151.34,57,27,14,9,Yes,0.05,Low,32.84
743,23,Male,Kolkata,Dress,H&M,Green,M,Spring,Holi,82.4,3,113.56,115,13,14,7,Yes,0.55,High,49.33
744,19,Male,Mumbai,Jeans,Levis,Green,XL,Autumn,Holi,317.3,7,50.06,59,38,20,8,Yes,0.31,Medium,91.62
745,30,Female,Mumbai,Hoodie,Zara,Black,S,Summer,Diwali,242.48,2,60.78,113,21,22,4,Yes,0.53,Medium,95.57
746,28,Male,Chennai,Dress,Adidas,White,M,Winter,NewYear,228.98,4,29.36,34,27,11,2,Yes,0.13,Low,92.71
747,40,Female,Hyderabad,Shirt,Adidas,White,M,Spring,Eid,52.83,0,151.67,75,6,6,3,Yes,0.93,High,26.24
748,33,Female,Delhi,Dress,Levis,White,S,Autumn,None,219.38,5,287.25,95,38,21,4,Yes,0.89,Medium,23.25
749,48,Female,Kolkata,Shirt,Levis,Green,XL,Summer,Holi,59.92,4,52.39,82,11,1,8,No,0.19,Medium,29.77
750,28,Female,Mumbai,Dress,Nike,Beige,XL,Spring,None,45.97,7,284.95,23,17,19,8,Yes,0.34,Low,44.13
751,33,Female,Kolkata,Shoes,Uniqlo,Beige,M,Summer,Christmas,194.01,8,225.34,86,39,7,2,No,0.61,Medium,31.42
752,25,Female,Mumbai,Jacket,Nike,Blue,M,Summer,None,152.92,7,198.5,43,7,24,6,No,0.1,High,37.42
753,21,Female,Kolkata,Shoes,Nike,Beige,XL,Spring,NewYear,214.31,7,200.68,82,30,18,5,No,0.35,High,62.06
754,57,Female,Bangalore,Shoes,Uniqlo,Red,XL,Spring,Diwali,49.44,2,251.48,40,21,3,3,No,0.25,Medium,76.25
755,21,Female,Mumbai,Jacket,Zara,Green,L,Spring,None,162.22,3,49.94,47,1,20,4,No,0.92,High,73.56
756,42,Male,Kolkata,Jacket,Nike,White,M,Summer,None,77.68,3,161.33,41,25,11,9,Yes,0.85,High,81.44
757,20,Male,Delhi,Jeans,Nike,Beige,M,Summer,None,345.74,4,215.19,47,32,5,1,No,0.58,Low,3.22
758,49,Male,Bangalore,Hoodie,Adidas,Green,S,Autumn,Eid,205.18,8,184.31,103,8,19,6,No,0.52,Medium,4.77
759,20,Male,Bangalore,Hoodie,Uniqlo,Beige,L,Winter,Eid,246.85,8,253.18,20,5,21,3,No,0.93,Medium,78.94
760,44,Male,Delhi,Jeans,H&M,Black,XL,Summer,Christmas,127.39,9,40.24,77,30,24,1,Yes,0.93,Low,53.31
761,46,Female,Kolkata,Shoes,Zara,White,L,Winter,Diwali,51.26,0,213.4,109,8,24,5,No,0.97,Low,57.81
762,49,Female,Chennai,Shoes,Zara,Black,XL,Spring,None,342.04,7,169.53,65,19,2,1,No,0.13,Low,5.26
763,36,Female,Delhi,Shirt,Uniqlo,White,XL,Summer,None,114.47,0,126.17,116,30,22,9,No,0.16,Low,25.53
764,38,Female,Kolkata,Shirt,Levis,Green,L,Autumn,None,159.86,1,115.28,68,15,4,1,No,0.68,High,63.84
765,22,Female,Delhi,Hoodie,Levis,Blue,M,Autumn,None,234.46,6,193.83,24,36,10,6,Yes,0.54,High,85.92
766,35,Female,Delhi,Jeans,Adidas,Beige,XL,Winter,Eid,28.15,7,269.48,100,27,2,0,No,0.02,Low,91.7
767,45,Female,Mumbai,T-shirt,Adidas,Beige,L,Spring,NewYear,287.39,0,158.93,36,13,8,6,Yes,0.06,Medium,50.04
768,59,Male,Kolkata,T-shirt,Uniqlo,Red,S,Winter,NewYear,197.07,2,250.92,45,14,1,9,Yes,0.89,Medium,54.55
769,39,Male,Chennai,Jeans,Adidas,Black,L,Spring,Christmas,111.81,6,132.6,2,37,6,4,No,0.87,Medium,83.3
770,38,Male,Mumbai,Shirt,Zara,Beige,S,Autumn,Holi,40.33,8,48.67,28,30,11,0,No,0.36,Low,53.76
771,23,Male,Delhi,Hoodie,Zara,Green,XL,Winter,Diwali,73.62,7,37.22,26,39,10,5,Yes,0.89,High,51.69
772,18,Female,Hyderabad,Hoodie,H&M,Blue,L,Autumn,NewYear,315.36,7,34.37,23,13,13,6,No,0.59,High,90.51
773,22,Female,Delhi,Shirt,Levis,Green,L,Autumn,None,246.39,8,126.44,79,16,1,0,No,0.81,High,78.99
774,58,Female,Delhi,T-shirt,Uniqlo,Black,S,Spring,NewYear,102.47,9,114.43,36,7,2,8,No,0.43,High,90.91
775,29,Male,Kolkata,Dress,Nike,Red,L,Winter,Christmas,41.65,2,221.02,91,27,3,6,Yes,0.11,Medium,21.82
776,43,Female,Kolkata,Dress,Levis,Beige,L,Winter,Holi,247.9,7,227.99,6,35,9,0,Yes,0.43,Medium,52.44
777,51,Female,Mumbai,Shirt,Nike,Green,XL,Autumn,NewYear,208.89,0,34.24,35,15,5,2,No,0.46,High,84.25
778,31,Female,Chennai,Dress,H&M,White,L,Autumn,Christmas,153.49,7,81.91,103,28,10,4,No,0.55,Low,11.11
779,43,Male,Mumbai,Jacket,H&M,Blue,M,Spring,Eid,139.99,6,96.79,38,35,10,3,Yes,0.11,High,79.47
780,44,Female,Bangalore,Jeans,Adidas,Green,S,Summer,Holi,91.55,7,173.33,35,7,12,1,Yes,0.99,High,18.3
781,26,Male,Delhi,Jeans,H&M,Blue,L,Summer,Christmas,240.97,0,60.46,100,20,18,0,Yes,0.24,Low,80.81
782,43,Male,Hyderabad,Shirt,H&M,Beige,S,Autumn,NewYear,340.32,5,57.5,74,32,21,3,Yes,0.2,High,61.2
783,39,Male,Delhi,Shoes,Nike,White,S,Summer,Eid,77.99,6,284.26,94,38,21,6,Yes,0.53,Medium,19.32
784,47,Male,Delhi,T-shirt,Adidas,Red,S,Summer,Christmas,217.05,4,245.18,53,32,1,3,Yes,0.54,Low,47.34
785,34,Female,Mumbai,Shirt,H&M,Red,L,Summer,Christmas,159.98,4,70.58,105,26,3,8,Yes,0.44,Low,68.19
786,43,Male,Hyderabad,Dress,Levis,White,L,Summer,NewYear,167.41,6,133.84,38,39,5,7,No,0.77,High,63.39
787,53,Male,Hyderabad,T-shirt,H&M,Blue,S,Autumn,Holi,103.87,2,119.57,93,20,17,7,Yes,0.52,Medium,42.72
788,18,Female,Hyderabad,Shoes,Adidas,Beige,M,Summer,Eid,292.29,5,241.48,116,18,8,4,Yes,0.61,Medium,89.94
789,25,Female,Mumbai,Dress,Uniqlo,Green,S,Summer,None,180.13,6,162.86,59,15,17,0,No,0.72,Medium,51.93
790,52,Male,Delhi,Hoodie,Adidas,White,M,Spring,Diwali,199.32,0,55.8,43,22,9,8,No,0.03,High,50.59
791,32,Female,Mumbai,Jacket,Nike,Black,S,Autumn,Holi,120.57,1,226.92,103,22,6,1,No,0.57,High,6.23
792,39,Male,Kolkata,Dress,Uniqlo,Blue,XL,Winter,Eid,80.0,3,131.13,114,21,17,5,Yes,0.88,Medium,92.21
793,31,Male,Kolkata,Jacket,Levis,Red,S,Winter,Christmas,48.35,7,93.62,4,2,8,9,Yes,0.02,High,17.71
794,43,Male,Mumbai,T-shirt,Zara,White,S,Spring,Eid,255.66,9,125.14,5,18,21,4,No,0.41,Medium,52.83
795,45,Male,Hyderabad,Jacket,Adidas,Red,L,Spring,Diwali,84.76,5,159.37,68,23,7,9,No,0.93,High,80.36
796,40,Female,Delhi,T-shirt,Nike,Blue,M,Autumn,NewYear,247.72,0,116.07,100,13,7,7,No,0.35,Low,21.55
797,31,Male,Mumbai,T-shirt,Levis,Red,XL,Winter,Diwali,148.82,9,87.73,45,9,15,2,Yes,0.46,Low,52.74
798,41,Female,Mumbai,T-shirt,Uniqlo,White,M,Summer,None,157.21,4,131.58,80,7,7,5,No,0.98,High,24.07
799,19,Female,Mumbai,T-shirt,Levis,Blue,XL,Spring,None,174.83,6,25.37,25,1,22,5,Yes,0.2,High,75.97
800,43,Female,Bangalore,T-shirt,Adidas,Black,S,Winter,Diwali,141.34,5,236.3,78,2,8,9,Yes,0.07,Medium,56.43
801,31,Female,Kolkata,Dress,H&M,White,L,Autumn,Holi,53.2,8,67.86,11,4,9,2,Yes,0.86,Low,85.6
802,24,Male,Hyderabad,T-shirt,Adidas,Green,L,Summer,Holi,122.18,7,32.29,29,14,15,6,Yes,0.87,Medium,89.46
803,20,Female,Chennai,Dress,Zara,Beige,M,Autumn,Christmas,239.03,3,203.04,34,32,2,3,No,0.47,High,64.87
804,40,Male,Hyderabad,T-shirt,Adidas,White,L,Spring,None,239.71,4,236.7,86,36,7,4,No,0.51,Medium,72.54
805,35,Female,Chennai,Jacket,Uniqlo,Blue,M,Winter,Christmas,114.45,6,247.87,14,2,15,8,No,0.84,Medium,54.92
806,55,Female,Bangalore,Hoodie,Uniqlo,Beige,M,Winter,None,171.83,7,158.18,24,14,18,5,Yes,0.74,High,38.44
807,52,Male,Mumbai,T-shirt,Adidas,White,XL,Winter,Diwali,83.84,4,77.5,59,20,22,9,No,0.27,Low,64.81
808,32,Male,Bangalore,Shoes,Uniqlo,Black,M,Winter,Holi,89.42,8,226.42,39,25,18,3,Yes,0.02,Medium,90.83
809,42,Male,Bangalore,T-shirt,H&M,Black,XL,Summer,Holi,27.61,9,215.92,26,8,10,7,Yes,0.48,High,41.67
